docid	citation	abstract_en	abstract_fr	title_en	title_fr	
crgeos.183	Damir Slovenec; Mirko Belak; Luka Badurina; Marija Horvat; Branimir Šegvić. Triassic evolution of the Adriatic-Dinaridic platform’s continental margins—insights from rare dolerite subvolcanic intrusions in External Dinarides, Croatia. Comptes Rendus. Géoscience, Tome 355 (2023), pp. 35-62. doi : 10.5802/crgeos.183. https://comptes-rendus.academie-sciences.fr/geoscience/articles/10.5802/crgeos.183/</pre>	"<p>This contribution reports new findings on petrogenesis and possible geotectonic setting of rare subvolcanic Triassic(?) dolerite cropping out in External Dinarides with a goal to contribute to the debate on the geodynamic evolution of the continental margin of the Adriatic-Dinaridic platform(s) at the onset of the Mesozoic. Petrography of the studied rocks revealed the crystallization order: clinopyroxene <span class=""mathjax-formula"" data-tex=""${\rightarrow }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>→</mo></math></span> plagioclase <span class=""mathjax-formula"" data-tex=""${\rightarrow }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>→</mo></math></span> alkali-feldspar <span class=""mathjax-formula"" data-tex=""${\pm }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>±</mo></math></span> amphibole <span class=""mathjax-formula"" data-tex=""${\pm }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>±</mo></math></span> Fe–Ti oxides. The geochemistry of calc-alkaline dolerite suggested magma generation from a spinel–garnet bearing peridotite mantle source (60sp:40grt). Two mechanisms explaining the origin of dolerite are here suggested. The first one involves a low-grade partial melting of the altered lithospheric mantle and the subduction-modified oceanic lithosphere accompanied with subducted/recycled sediments. The second one proposes a melting of the subduction-altered heterogeneous lithospheric (subcontinental) mantle contaminated and/or metasomatized during an earlier Variscan subduction in the Late Paleozoic. Accordingly, two geodynamic interpretations are suggested: (i) Middle Triassic north-vergent active subduction of the Paleotethys beneath the Andean-type active Laurasian continental margin coupled by the formation of a pericontinental volcanic arc and subsequent extension and back-arc rifting, within the Adria Plate, which led to the formation of locally aborted rift systems and subsidence of the platform, and (ii) Middle Triassic extension, unaffected by contemporaneous active subduction,  of the High Karst nappe unit of the Greater Adria as a result of an ephemeral syn-rift volcanic stage, which featured the formation of the Dinaridic aborted rift system followed by the platform subsidence and emergence of local sedimentary basins.</p>"	"<p>Cette contribution rapporte de nouvelles découvertes sur la pétrogenèse et l’emplacement géotectonique de rares dolérites subvolcaniques du Trias (<span class=""mathjax-formula"" data-tex=""$?$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>?</mo></math></span>) présentes dans les Dinarides externes. Le but de cette étude est de contribuer au débat sur l’évolution géodynamique de la marge continentale de la (des) plate-forme(s) Adriatique-Dinaridique au début du Mésozoïque. La pétrographie des roches étudiées révèle l’ordre de cristallisation suivant : clinopyroxène <span class=""mathjax-formula"" data-tex=""${\rightarrow }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>→</mo></math></span> plagioclase <span class=""mathjax-formula"" data-tex=""${\rightarrow }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>→</mo></math></span> feldspath alcalin <span class=""mathjax-formula"" data-tex=""${\pm }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>±</mo></math></span> amphibole <span class=""mathjax-formula"" data-tex=""${\pm }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>±</mo></math></span> oxydes de Fe–Ti. La géochimie calco-alcaline de la dolérite suggère une génération de magma à partir d’une source de manteau péridotitique contenant du spinelle et du grenat (60sp :40grt). Deux mécanismes expliquant l’origine de la dolérite sont ici suggérés. Le premier implique une fusion partielle de bas degré du manteau lithosphérique altéré et de la lithosphère océanique modifiée par la subduction accompagnée de sédiments subduits. Le second propose une fusion du manteau lithosphérique subcontinental hétérogène contaminé ou métasomatisé par la subduction varisque au Paléozoïque supérieur. En conséquence, deux modèles géodynamiques sont suggérés : (i) une subduction vers le nord de type andin de la Paléotéthys au Trias moyen sous la marge continentale active laurasienne. Cette subduction était liée à la formation d’un arc volcanique péricontinental suivi d’un rifting d’arrière-arc, au sein de la plaque Adria, qui a conduit à la formation de systèmes de rifts localement avortés et à la subsidence de la plate-forme et (ii) une extension au Trias moyen de la nappe du Haut Karst dans la Grande Adria, non-affectée par une subduction, résultant d’un bref volcanisme syn-rift mettant en évidence la formation du système Dinarique de rift avorté suivie par la subsidence de la plate-forme et l’émergence de bassins sédimentaires locaux.</p>"	Triassic evolution of the Adriatic-Dinaridic platform’s continental margins—insights from rare dolerite subvolcanic intrusions in External Dinarides, Croatia	Évolution triasique des marges continentales de la plateforme Adriatique-Dinaridique — aperçu de l’étude des rares intrusions subvolcaniques de dolérite dans les Dinarides externes de Croatie	
crgeos.188	Benoît Noetinger. Random fields and up scaling, towards a more predictive probabilistic quantitative hydrogeology. Comptes Rendus. Géoscience, Online first (2023), pp. 1-14. doi : 10.5802/crgeos.188.</pre>	<p>Random fields are becoming a mature tool sharing applications in many area of physics, mechanics and geosciences. In the latter, it is commonly used under the name of geostatistics. Continuous enrichment of geological/geostatistical models leads to manipulating hydrogeological models characterized by many parameters or hyperparameters corresponding to statistical aggregates that may be poorly estimated due to the scarcity of field data. Those parameters are generally support-scale-dependent and uncertain, so some inverse problem and uncertainty analysis must be carried out in practical applications that involve generally some forward calculation for example a fluid flow simulation if one in interested in transfers in the subsurface. Up scaling techniques are still required to find and to restrict in a controlled manner the more relevant parameters, allowing to lower the dimension of the parameter space. In the stochastic case, the interaction between the conductivity spatial distribution and the flow pattern can lead to non trivial behaviours that will be discussed. Fractured media will not be considered. That note does not present original results, but a selection of some potentially fruitful research avenues suggested by previous works.</p>	<p>Le raffinement continu des modèles géologiques/géostatistiques conduit à manipuler des modèles hydrogéologiques caractérisés par de nombreux paramètres dépendant en général de la position dans l’espace, voire des hyperparamètres correspondant à des agrégats statistiques sous-jacents. Du fait du manque de données, ils peuvent tous être mal estimés. Ces paramètres dépendent généralement de l’échelle du support d’acquisition de la mesure liée à l’instrumentation employée. Une remise en cohérence spatiale nécessitant une analyse inverse du problème et de l’incertitude doit être effectuée pour les applications. Des techniques de mise à l’échelle s’avèrent alors nécessaires pour restreindre de manière contrôlée l’espace des paramètres les plus pertinents, permettant de réduire la dimension de l’espace des paramètres, ouvrant ainsi la voie aux applications. Cette approche nécessite la quantification de l’information pertinente. Dans le cas stochastique, l’interaction entre la distribution spatiale de la conductivité et le modèle d’écoulement peut conduire à des comportements non triviaux qui seront discutés. Par souci de concision, le cas des milieux fracturés ne sera pas considéré. Ce court texte vise surtout à mettre en lumière quelques pistes de recherche prolongeant les résultats présentés.</p>	Random fields and up scaling, towards a more predictive probabilistic quantitative hydrogeology	Champs aléatoires et changement d’échelle : comment rendre plus prédictive l’hydrogéologie probabiliste	
crgeos.19	Catherine Wilcox.  Cities and climate change: buildings and urban land use (2023) doi : 10.5802/crgeos.19-en (Vincent Viguié. Les villes et le climat : Bâtiments et urbanisme. Comptes Rendus. Géoscience, Tome 352 (2020) no. 4-5, pp. 363-372. doi : 10.5802/crgeos.19)</pre>	<p>Urban policies and city inhabitants behaviors are at the forefront of global environmental issues. We live indeed in an urbanizing world, and cities are responsible for approximately two third of global energy consumptions. How buildings are built, and how cities are organized are both key drivers of greenhouse gases emissions. Making them coherent with environmental constraints often lead to co-benefits with other urban issues such as economic competitiveness or social inclusiveness. This explains why cities are globally active concerning climate change, even if much still needs to be done.</p>	<p>Les politiques urbaines et les modes de vie des citadins sont un élément central de la question climatique. Nous vivons en effet dans un monde de plus en plus urbanisé, et les villes sont responsables de plus des deux tiers des consommations d’énergie mondiales. La manière dont sont conçus les bâtiments, et l’organisation spatiale des villes jouent un rôle fondamental sur ces consommations d’énergie et les émissions associées. Faire en sorte qu’elles soient cohérentes avec les enjeux environnementaux amène la plupart du temps de nombreux co-bénéfices vis-à-vis des autres enjeux (sociaux et économiques) auxquels sont confrontés les décideurs urbains. C’est ce qui explique que les villes soient globalement très actives sur la question du climat, même si les défis restent importants.</p>	Les villes et le climat : Bâtiments et urbanisme	<br>Titre original : Les villes et le climat : Bâtiments et urbanisme</span>	
crgeos.195	Antoine Pelletier; Vazken Andréassian. An underground view of surface hydrology: what can piezometers tell us about river floods and droughts?. Comptes Rendus. Géoscience, Online first (2023), pp. 1-11. doi : 10.5802/crgeos.195.</pre>	<p>The role of aquifers in extreme hydrological events has been highlighted in numerous different contexts, both for river high flows and low flows. Many aquifers are monitored by networks of piezometers that measure groundwater levels: their long-term records allow for a joint analysis of contemporaneous streamflow time series. Yet, groundwater level data are rarely used in surface hydrological modelling approaches, because of the huge complexity of river–aquifer interactions. We propose a simple correlation analysis between yearly extrema of groundwater level and streamflow time series, performed on a large set of 107 catchments and 355 piezometers, located throughout mainland France. We show that it is possible to discriminate between aquifers that correlate only with high-flow events, only with low flows, with both types of events or with none of them. Our typology presents new opportunities to characterise the surface–groundwater exchanges, which can be very important for understanding the occurrence of river extremes.</p>	<p>Le rôle des aquifères dans les événements hydrologiques extrêmes a été souligné dans divers contextes, tant pour les crues que pour les étiages. De nombreux aquifères sont surveillés par des réseaux de piézomètres, qui mesurent le niveau piézométrique : là où de longues chroniques sont disponibles, une analyse conjointe avec les séries de débits observés est possible. Pourtant, les données de niveaux piézométriques sont rarement utilisées en modélisation hydrologique de surface, à cause de la grande complexité des relations nappes–rivières. Nous proposons ici une simple étude de corrélation entre les extrema annuels de la piézométrie et du débit, entreprise sur un ensemble de 107 bassins versants et 355 piézomètres, répartis sur l’ensemble du territoire de France métropolitaine. Avec cette étude, il est possible de distinguer les aquifères où la piézométrie est corrélée uniquement avec les crues, uniquement avec les étiages, avec les deux ou avec aucun des deux. Cette catégorisation ouvre de nouvelles opportunités pour caractériser la relation nappe–rivière, ce qui peut être crucial pour comprendre les événements hydrologiques extrêmes.</p>	An underground view of surface hydrology: what can piezometers tell us about river floods and droughts?	Une vision souterraine de l’hydrologie de surface : que nous disent les piézomètres des crues et des étiages ?	
crgeos.20	Catherine Wilcox.  CO$_{{2}}$ Capture and Storage: the geological carbon sink (2023) doi : 10.5802/crgeos.20-en (Isabelle Czernichowski-Lauriol. Captage et Stockage du CO$_{{2}}$ : le puits de carbone géologique. Comptes Rendus. Géoscience, Tome 352 (2020) no. 4-5, pp. 383-399. doi : 10.5802/crgeos.20)</pre>	"<p>The geological carbon sink consists of “putting back” the carbon into the subsurface from which it was extracted, in order to reduce incompressible residual CO<sub>2</sub> emissions. Complementary to terrestrial (soils and forests) and oceanic carbon sinks, it is expected to play a key role in achieving carbon neutrality. 19 CO<sub>2</sub> capture and storage (CCS) projects are already in operation worldwide. Major research and innovation efforts are being carried out to scale up and deploy this technology wherever it is needed. France, Europe and many countries believe that CCS will be essential to achieve the objectives of the Paris climate agreement and limit global warming to <span class=""mathjax-formula"" data-tex=""$+$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mo>+</mo></math></span>1.5 <span class=""mathjax-formula"" data-tex=""$^{\circ }$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mo>∘</mo> </msup></math></span>C.</p>"	"<p>Le puits de carbone géologique consiste à «  remettre  » le carbone dans le sous-sol d’où il a été extrait, afin de réduire les émissions résiduelles incompressibles de CO<sub>2</sub>. Complémentaire aux puits de carbone terrestre (sols et forêts) et océanique, il devrait jouer un rôle clé pour atteindre la neutralité carbone. 19 opérations de captage et stockage de CO<sub>2</sub> (technologie dite CSC, ou CCS en anglais) fonctionnent déjà dans le monde. D’importants efforts de recherche et d’innovation sont menés pour permettre un saut d’échelle et déployer cette technologie partout où ce sera nécessaire. La France, l’Europe et de nombreux pays pensent qu’elle sera incontournable pour parvenir à atteindre les objectifs de l’accord de Paris sur le climat et limiter le réchauffement climatique à <span class=""mathjax-formula"" data-tex=""$+1.5~^{\circ }\mathrm{C}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><mrow><mo>+</mo><mn>1</mn><mo>.</mo><mn>5</mn><msup><mspace width=""3.33333pt""/> <mo>∘</mo> </msup><mi mathvariant=""normal"">C</mi></mrow></math></span>.</p>"	Captage et Stockage du CO$_{{2}}$ : le puits de carbone géologique	"<br>Titre original : Captage et Stockage du CO<span class=""mathjax-formula"" data-tex=""$_{{2}}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msub><mrow/> <mn>2</mn> </msub></math></span> : le puits de carbone géologique</span>"	
crgeos.21	Romain Dziegielinski.  The rôle of Nuclear energy for fighting climate change: assets and weaknesses in a global perspective (2023) doi : 10.5802/crgeos.21-en (Yves Bréchet. Le rôle de l’énergie nucléaire dans la lutte contre le réchauffement climatique : atouts et faiblesses dans une approche intégrée. Comptes Rendus. Géoscience, Tome 352 (2020) no. 4-5, pp. 373-382. doi : 10.5802/crgeos.21)</pre>	<p>Nuclear fission energy is a carbon-free source of electricity which makes particularly economical use of matter and space, and which has made France the “good student” in the fight against greenhouse gases. It is widely deployed in our country, which is an asset when we seriously ask ourselves the question of the trajectory to be constructed and not simply that of the objective to be achieved. As such, it fully has its place in the energy strategies to be implemented in the face of global warming. But the analysis of its strengths and weaknesses requires an approach integrating the issue of uranium resources, the issue of safety and that of aging of equipment, the problems associated with the dismantling of plants at the end of their life, and finally management. of the waste produced by this energy source. None of these aspects can be tackled in isolation from the others, none of these issues can be addressed without thinking about the timescales involved. Finally, the question of the coexistence of nuclear energy and other sources of electricity requires reflection on the nature of the networks, storage capacities and the flexibility of the energy mix. The question of the cost of nuclear power can be addressed within the framework of this global approach only.</p>	"<p>L’énergie nucléaire de fission est une source d’électricité décarbonée qui fait un usage particulièrement économe de la matière et de l’espace, et qui a fait de la France la «  bonne élève  » de la lutte contre les gaz à effet de serre. Elle est largement déployée dans notre pays, ce qui est un atout quand on se pose sérieusement la question de la trajectoire à construire et non simplement celle de l’objectif à atteindre. En tant que telle, elle a pleinement sa place dans les stratégies énergétiques à mettre en œuvre face au réchauffement climatique. Mais l’analyse de ses atouts et de ses faiblesses demande une approche intégrant la question des ressources en uranium, la question de la sûreté et celle du vieillissement des équipements, les problèmes associés au démantèlement des centrales en fin de vie, et enfin la gestion des déchets produits par cette source d’énergie. Aucun de ces aspects ne peut être abordé indépendamment des autres, aucune de ces questions ne peut faire l’économie d’une réflexion sur les échelles de temps impliquées. Enfin la question de la coexistence de l’énergie nucléaire et des autres sources d’électricité impose une réflexion sur la nature des réseaux, les capacités de stockage et la flexibilité du <span class=""italique"">mix</span> énergétique. La question du coût du nucléaire ne peut être rationnellement posée que dans le cadre de cette approche globale.</p>"	The rôle of Nuclear energy for fighting climate change: assets and weaknesses in a global perspective</a></span>	Le rôle de l’énergie nucléaire dans la lutte contre le réchauffement climatique : atouts et faiblesses dans une approche intégrée	
crgeos.211	Jacky Ferrière; Michel Faure. Jean Aubouin et les chaînes de montagnes : des observations aux synthèses. L’itinéraire scientifique d’un géologue au rayonnement international. Comptes Rendus. Géoscience, Online first (2024), pp. 1-19. doi : 10.5802/crgeos.211.</pre>	<p>Jean Aubouin’s scientific itinerary spans many decades since the 1950s. Several periods can be recognized in this research continuum, but the consistency of the approach to understand mountain ranges and orogenic processes is a striking feature. After an attempt to decipher the main operating rules of orogens, the emergence of Plate Tectonics theory led Jean Aubouin to turn to the Oceans without neglecting the continents, party carried out by its first and second generation “pupils”. His many responsibilities, his election to the Academy of Sciences, then its presidency, never affected his determination to continue his research on orogeny.</p>	<p>L’itinéraire scientifique de Jean Aubouin s’inscrit sur plusieurs décennies depuis 1950. Différentes périodes s’individualisent, mais la cohérence de la démarche concernant la connaissance des chaînes de montagnes et des processus orogéniques apparaît nettement. Après une période de recherche des grandes règles d’organisation des orogènes, l’émergence de la théorie de la Tectonique des Plaques a conduit Jean Aubouin à se tourner vers les océans. Le retour vers la lithosphère continentale s’est réalisé en partie par l’intermédiaire de ses élèves. Ses nombreuses responsabilités, son élection à l’Académie des Sciences, puis sa présidence, n’ont pas entamé sa volonté de poursuivre ses recherches sur l’orogenèse.</p>		Jean Aubouin et les chaînes de montagnes : des observations aux synthèses. L’itinéraire scientifique d’un géologue au rayonnement international	
crgeos.216	Thibaut Cardinal; Carole Petit; Yann Rolland; Stéphane Schwartz; Pierre Gaston Valla; Bruno Scalabrino; Laurence Audin; Maxime Bertauts; Swann Zerathe; Denis Thiéblemont; Régis Braucher; ASTER Team. The interplay of geology, climate and tectonics on river incision: the example of the High Verdon Gorges, Southwestern French Alps. Comptes Rendus. Géoscience, Online first (2024), pp. 1-23. doi : 10.5802/crgeos.216.</pre>	"<p>Deciphering the impact of short-term or long-term forcing on fluvial incision, as well as understanding the influence of local (channel lithology and morphology) and global (tectonic motions) parameters in the spatial variation of incision efficiency, are ongoing geomorphological research fields. To shed new light on these issues, we chose to study the “Hautes Gorges du Verdon” (High Verdon Gorges or HVG), located in the foreland of the Southwestern Alps. We collected 24 samples along three polished surfaces for Cosmic Ray Exposure (CRE) <span class=""mathjax-formula"" data-tex=""$^{36}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>36</mn> </msup></math></span>Cl dating, which allowed us to constrain short-term incision rates ranging from 0.06 to 0.2 mm/yr between 60 and 15 ka. Compared to known regional uplift and denudation rates, incision rates obtained in the HVG suggest tectonic or isostatic uplift as the main driver of Verdon River incision in the Late Quaternary. This comparison allows us to propose that the downcutting of the Verdon Gorges started approximatively 1.5 to 2 Ma ago, even if the drainage network of the Verdon catchment area could have been shaped earlier, during the Messinian salinity crisis.</p>"	"<p>Déchiffrer l’impact des forçages à court ou long terme sur l’incision fluviale, et comprendre l’influence des facteurs locaux (lithologie et morphologie du lit de la rivière) et globaux (mouvements tectoniques) sur la variation spatiale de l’efficacité de l’incision, sont des domaines de recherche en cours. Pour apporter un regard neuf sur ces questions, nous avons choisi d’étudier les «  Hautes Gorges du Verdon  » (HGV), localisées dans l’avant-pays des Alpes du Sud-Ouest. Nous avons collecté 24 échantillons le long de trois surfaces polies pour la méthode de datation Cosmic Ray Exposure (CRE) <span class=""mathjax-formula"" data-tex=""$^{36}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>36</mn> </msup></math></span>Cl, qui nous a permis de contraindre les taux d’incision à court terme allant de 0,06 à 0,2 mm/an entre 60 et 15 ka. Comparés aux taux de soulèvement et de dénudation régionaux connus, les taux d’incision obtenus dans les HGV suggèrent que le soulèvement tectonique ou isostatique est le principal moteur de l’incision de la rivière DU Verdon au cours du Quaternaire récent. Cette comparaison nous permet de proposer que l’incision des Gorges du Verdon a commencé il y a approximativement 2 Ma, même si le réseau de drainage du bassin versant du Verdon a pu être formé plus tôt, pendant la crise de salinité messinienne.</p>"	The interplay of geology, climate and tectonics on river incision: the example of the High Verdon Gorges, Southwestern French Alps	Impact de la géologie, du climat et de la tectonique sur l’incision fluviatile : l’exemple des Hautes Gorges du Verdon, Alpes du Sud-Ouest	
crgeos.22	Romain Dziegielinski.  Climate change and the biosphere (2023) doi : 10.5802/crgeos.22-en (Isabelle Chuine. Changement climatique et biosphère. Comptes Rendus. Géoscience, Tome 352 (2020) no. 4-5, pp. 339-354. doi : 10.5802/crgeos.22)</pre>	<p>Climate change has become the third cause of biodiversity loss behind the exploitation of natural environments by humans and direct exploitation (food, health, raw materials). It could become the primary cause of biodiversity loss by the next century. Climate change has modified the biological rhythms and distributions of species, the functioning of ecosystems, trophic chains, biogeochemical cycles, and ecosystem services. The projections that we are able to provide of the future evolution of the biosphere show an amplification of the phenomena observed the last fifty years. Species have very limited ways to adapt given the speed at which climate change occurs. This is why, beyond reducing greenhouse gas emissions, it is also necessary to reduce the other anthropogenic pressures on the biosphere.</p>	<p>Le changement climatique est devenu la troisième cause de perte de biodiversité derrière l’exploitation des milieux naturels par l’homme et les prélèvements directs (alimentation, santé, matières premières). Il pourrait devenir la première cause de perte de biodiversité d’ici le siècle prochain. Le changement climatique a modifié les rythmes biologiques et les aires de répartition des espèces, le fonctionnement des écosystèmes, les chaînes trophiques, les cycles biogéochimiques, et les services écosystémiques. Les projections que nous sommes capables de fournir de l’évolution future de la biosphère montrent une amplification des phénomènes observés depuis cinquante ans. Les moyens d’adaptation du vivant sont très limités étant donné la vitesse à laquelle se produit le changement climatique. C’est pourquoi, il est nécessaire, au-delà de la réduction des émissions de gaz à effet de serre, de réduire également les autres pressions anthropiques sur la biosphère.</p>	Climate change and the biosphere	Changement climatique et biosphère	
crgeos.221	Michel Condomines; Olivier Bruguier; Inès Hajji; Chedia Zaara-Ben Mosbah. Unusual open-system behaviour revealed by LA-MC-ICP-MS U–Th dating of coral and coralline algae bio-carbonates. Comptes Rendus. Géoscience, Tome 355 (2023), pp. 203-214. doi : 10.5802/crgeos.221. https://comptes-rendus.academie-sciences.fr/geoscience/articles/10.5802/crgeos.221/</pre>	"<p>This paper presents new U–Th ages obtained by LA-MC-CP-MS (laser ablation - multi-collector - inductively coupled plasma - mass spectrometry) on coral samples from a sedimentary core of the Tunis lagoon. The ages and calculated (<span class=""mathjax-formula"" data-tex=""$\mbox {}^{234}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>234</mn> </msup></math></span>U/<span class=""mathjax-formula"" data-tex=""$\mbox {}^{238}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>238</mn> </msup></math></span>U)<span class=""mathjax-formula"" data-tex=""$_{0}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msub><mrow/> <mn>0</mn> </msub></math></span> initial ratios, similar to the seawater value for most corals demonstrate that they behaved as closed systems, or with only a very limited loss of <span class=""mathjax-formula"" data-tex=""$\mbox {}^{234}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>234</mn> </msup></math></span>U and <span class=""mathjax-formula"" data-tex=""$\mbox {}^{230}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>230</mn> </msup></math></span>Th. The ages (from 196 to 182 ka) show that the coral-rich sediments were deposited near the end of isotope stage 7. The precision on the dates is comparable to those of alpha-spectrometry (around 7.6% on average), but the possibility of multiple <span class=""italique"">in-situ</span> analyses offers other advantages. An example is provided by the very unusual open-system behaviour found in the outer Mg-calcite border of a coral branch, formed by a coralline red alga. The very high (<span class=""mathjax-formula"" data-tex=""$\mbox {}^{234}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>234</mn> </msup></math></span>U/<span class=""mathjax-formula"" data-tex=""$\mbox {}^{238}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>238</mn> </msup></math></span>U) and (<span class=""mathjax-formula"" data-tex=""$\mbox {}^{230}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>230</mn> </msup></math></span>Th/<span class=""mathjax-formula"" data-tex=""$\mbox {}^{238}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>238</mn> </msup></math></span>U) activity ratios (1.41 and 2.04, respectively) are tentatively explained using the model proposed by [Thompson et al., 2003], that involves continuous enrichment of <span class=""mathjax-formula"" data-tex=""$\mbox {}^{234}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>234</mn> </msup></math></span>Th (<span class=""mathjax-formula"" data-tex=""$\mbox {}^{234}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>234</mn> </msup></math></span>U) and <span class=""mathjax-formula"" data-tex=""$\mbox {}^{230}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>230</mn> </msup></math></span>Th recoil nuclei provided by an U-enriched source. We suggest that this source might come from the bio-mineral itself, in the form of organic matter originally involved in the encrusting algal activity, and eventually degraded with an almost complete U-loss.</p>"	"<p>Nous présentons dans cet article de nouveaux âges U–Th obtenus par LA-MC-ICP-MS (laser ablation - multi-collector - inductively coupled plasma - mass spectrometry) sur des coraux extraits d’une carotte sédimentaire du lac de Tunis. La cohérence des âges avec la stratigraphie et les rapports (<span class=""mathjax-formula"" data-tex=""$\mbox {}^{234}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>234</mn> </msup></math></span>U/<span class=""mathjax-formula"" data-tex=""$\mbox {}^{238}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>238</mn> </msup></math></span>U)<span class=""mathjax-formula"" data-tex=""$_{0}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msub><mrow/> <mn>0</mn> </msub></math></span> initiaux, identiques à celui de l’eau de mer pour la plupart des échantillons, montrent que les coraux ont évolué en milieu clos. Les âges (de 196 à 182 ka) indiquent qu’ils se sont formés à la fin du stade isotopique 7. La précision sur les âges est voisine de celle obtenue par spectrométrie alpha (7,6 % en moyenne), mais cette technique offre la possibilité d’effectuer de multiples analyses <span class=""italique"">in situ</span> permettant de distinguer les zones ayant évolué en système clos ou ouvert. Un exemple de système ouvert exceptionnel est fourni ici par l’analyse de la bordure en Mg-calcite, formée par une algue rouge corallienne, et qui entoure une branche de corail. Les rapports d’activité (<span class=""mathjax-formula"" data-tex=""$\mbox {}^{234}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>234</mn> </msup></math></span>U/<span class=""mathjax-formula"" data-tex=""$\mbox {}^{238}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>238</mn> </msup></math></span>U) et (<span class=""mathjax-formula"" data-tex=""$\mbox {}^{230}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>230</mn> </msup></math></span>Th/<span class=""mathjax-formula"" data-tex=""$\mbox {}^{238}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>238</mn> </msup></math></span>U) très élevés (1.41 and 2.04, respectivement) traduisent un milieu ouvert. Ils peuvent s’expliquer, dans le cadre du modèle proposé par [Thompson et al., 2003], par un enrichissement progressif en noyaux de recul <span class=""mathjax-formula"" data-tex=""$\mbox {}^{234}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>234</mn> </msup></math></span>Th (<span class=""mathjax-formula"" data-tex=""$\mbox {}^{234}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>234</mn> </msup></math></span>U) et <span class=""mathjax-formula"" data-tex=""$\mbox {}^{230}$""><math xmlns=""http://www.w3.org/1998/Math/MathML"" ><msup><mrow/> <mn>230</mn> </msup></math></span>Th à partir d’une source enrichie en U. Nous proposons que la matière organique du tissu de l’algue a joué un rôle essentiel dans ce processus, avant sa dégradation récente et la perte de l’essentiel de son Uranium.</p>"	Unusual open-system behaviour revealed by LA-MC-ICP-MS U–Th dating of coral and coralline algae bio-carbonates	Datation U–Th par LA-MC-ICP-MS de bio-carbonates (corail et algue corallienne) : évolution contrastée en système clos ou ouvert	
