	en	fr
2141	9	17
2142	58	92
2143	95	153
2144	27	40
2145	40	62
2146	19	31
2147	15	19
2148	40	67
2149	10	13
2150	34	50
2151	34	57
2152	47	69
2153	40	68
2154	38	52
2155	14	20
2156	15	24
2157	68	78
2158	35	53
2159	3	3
2160	15	26
2161	27	49
2162	22	31
2163	37	60
2164	18	22
2165	47	76
2166	29	42
2167	10	13
2168	27	48
2169	26	34
2170	32	51
2171	76	141
2172	36	44
2173	3	3
2174	44	81
2175	40	57
2176	35	48
2177	49	71
2178	18	29
2179	16	27
2180	15	24
2181	30	47
2182	36	72
2183	38	53
2184	33	58
2185	48	68
2186	26	40
2187	57	82
2188	32	51
2189	31	53
2190	44	61
2191	88	111
2192	24	34
2193	48	68
2194	29	42
2195	77	94
2196	39	58
2197	36	47
2198	50	73
2199	46	64
2200	30	40
2201	66	94
2202	44	59
2203	13	21
2204	44	58
2205	43	70
2206	47	77
2207	60	84
2208	35	44
2209	52	81
2210	44	56
2211	15	20
2212	23	27
2213	79	123
2214	12	19
2215	11	16
2216	99	123
2217	40	63
2218	32	57
2219	13	26
2220	175	194
2221	71	85
2222	65	90
2223	26	39
2224	21	32
2225	46	72
2226	10	16
2227	88	119
2228	63	83
2229	18	31
2230	24	39
2231	31	39
2232	56	67
2233	72	95
2234	35	46
2235	35	46
2236	19	25
2237	61	91
2238	98	121
2239	37	62
2240	39	47
2241	23	39
2242	60	101
2243	22	34
2244	79	123
2245	47	79
2246	31	36
2247	28	41
2248	10	14
2249	20	37
2250	19	24
2251	63	83
2252	38	72
2253	24	36
2254	35	59
2255	47	55
2256	71	87
2257	23	35
2258	22	31
2259	69	100
2260	9	12
2261	87	108
2262	41	53
2263	89	119
2264	43	58
2265	32	45
2266	61	88
2267	17	32
2268	20	33
2269	72	85
2270	53	59
2271	61	92
2272	34	49
2273	35	45
2274	53	77
2275	29	45
2276	11	19
2277	8	14
2278	42	52
2279	25	31
2280	15	23
2281	29	41
2282	7	9
2283	30	52
2284	52	78
2285	74	91
2286	39	54
2287	10	15
2288	69	106
2289	49	80
2290	20	24
2291	30	46
2292	68	93
2293	65	91
2294	89	129
2295	28	46
2296	22	37
2297	63	97
2298	40	61
2299	5	7
2300	41	66
2301	14	19
2302	52	76
2303	32	50
2304	27	36
2305	15	22
2306	39	52
2307	16	23
2308	10	16
2309	48	69
2310	25	41
2311	20	22
2312	68	78
2313	20	29
2314	28	43
2315	32	40
2316	25	36
2317	28	41
2318	27	43
2319	9	9
2320	29	42
2321	15	21
2322	19	21
2323	100	189
2324	45	71
2325	23	30
2326	26	43
2327	29	38
2328	24	43
2329	27	44
2330	45	68
2331	40	68
2332	22	42
2333	91	138
2334	31	54
2335	2	4
2336	19	26
2337	9	15
2338	30	49
2339	57	76
2340	50	74
2341	179	236
2342	83	106
2343	56	93
2344	57	78
2345	27	37
2346	40	54
2347	30	48
2348	25	35
2349	76	105
2350	37	53
2351	44	61
2352	9	14
2353	155	199
2354	55	73
2355	67	92
2356	16	22
2357	112	129
2358	256	314
2359	66	99
2360	8	12
2361	105	126
2362	141	192
2363	72	100
2364	50	70
2365	53	73
2366	49	59
2367	71	90
2368	80	110
2369	33	46
2370	51	73
2371	104	128
2372	116	133
2373	207	303
2374	72	105
2375	27	34
2376	19	30
2377	16	25
2378	41	54
2379	55	69
2380	10	14
2381	43	57
2382	39	59
2383	30	42
2384	30	38
2385	46	59
2386	205	250
2387	78	97
2388	27	42
2389	15	19
2390	15	24
2391	40	61
2392	32	47
2393	21	28
2394	52	64
2395	19	29
2396	6	9
2397	58	76
2398	19	26
2399	43	60
2400	42	57
2401	51	72
2402	75	105
2403	79	109
2404	8	10
2405	106	179
2406	72	52
2407	27	43
2408	14	16
2409	24	33
2410	27	43
2411	33	43
2412	43	62
2413	7	14
2414	45	56
2415	18	24
2416	66	89
2417	59	78
2418	101	143
2419	156	203
2420	32	48
2421	55	82
2422	65	97
2423	34	48
2424	24	32
2425	46	56
2426	40	55
2427	50	67
2428	47	63
2429	63	87
2430	10	17
2431	69	95
2432	16	27
2433	56	76
2434	21	29
2435	34	45
2436	87	136
2437	29	41
2438	24	36
2439	50	71
2440	45	59
2441	11	12
2442	68	88
2443	38	49
2444	71	86
2445	23	32
2446	62	76
2447	39	54
2448	41	52
2449	88	137
2450	76	109
2451	29	41
2452	87	130
2453	7	14
2454	41	66
2455	39	55
2456	46	61
2457	71	103
2458	47	66
2459	34	48
2460	7	9
2461	28	37
2462	56	84
2463	87	123
2464	35	50
2465	75	100
2466	55	81
2467	16	30
2468	25	39
2469	30	42
2470	84	114
2471	27	34
2472	62	76
2473	35	49
2474	12	17
2475	12	18
2476	68	85
2477	11	13
2478	8	12
2479	35	41
2480	32	42
2481	73	102
2482	66	93
2483	49	73
2484	87	130
2485	42	67
2486	29	43
2487	30	44
2488	20	38
2489	35	61
2490	45	78
2491	16	25
2492	8	9
2493	18	28
2494	26	34
2495	43	57
2496	26	38
2497	36	51
2498	60	72
2499	22	38
2500	9	13
2501	60	86
2502	51	72
2503	31	51
2504	16	24
2505	36	49
2506	9	17
2507	29	39
2508	30	42
2509	38	57
2510	139	183
2511	29	34
2512	27	38
2513	75	106
2514	37	58
2515	11	16
2516	21	38
2517	29	43
2518	57	101
2519	25	37
2520	37	50
2521	68	97
2522	45	64
2523	15	21
2524	95	133
2525	60	83
2526	107	133
2527	53	76
2528	50	76
2529	16	23
2530	17	29
2531	33	51
2532	6	7
2533	82	86
2534	28	40
2535	40	53
2536	71	111
2537	16	22
2538	49	64
2539	6	10
2540	37	56
2541	15	18
2542	5	8
2543	41	60
2544	54	74
2545	6	11
2546	25	37
2547	21	25
2548	12	19
2549	19	31
2550	7	5
2551	24	30
2552	12	21
2553	28	38
2554	23	33
2555	38	60
2556	64	78
2557	38	55
2558	22	30
2559	23	35
2560	19	18
2561	19	19
2562	36	51
2563	66	82
2564	71	101
2565	58	74
2566	22	37
2567	36	45
2568	20	27
2569	41	60
2570	52	89
2571	60	84
2572	46	68
2573	25	42
2574	10	18
2575	44	57
2576	33	46
2577	47	70
2578	21	38
2579	46	81
2580	43	68
2581	123	181
2582	91	91
2583	78	110
2584	7	9
2585	4	7
2586	10	17
2587	7	11
2588	50	63
2589	24	39
2590	65	83
2591	44	69
2592	38	53
2593	14	18
2594	47	84
2595	42	63
2596	48	56
2597	10	11
2598	37	47
2599	124	161
2600	59	75
2601	40	58
2602	14	17
2603	25	40
2604	18	26
2605	52	75
2606	13	28
2607	68	108
2608	35	54
2609	22	15
2610	54	75
2611	103	154
2612	7	11
2613	8	9
2614	88	122
2615	151	216
2616	49	67
2617	36	49
2618	8	11
2619	33	39
2620	54	76
2621	10	18
2622	41	58
2623	43	63
2624	31	49
2625	39	57
2626	35	53
2627	11	26
2628	7	8
2629	14	20
2630	20	31
2631	11	18
2632	36	54
2633	7	12
2634	38	54
2635	70	104
2636	14	22
2637	32	46
2638	18	27
2639	31	46
2640	24	37
2641	19	33
2642	7	17
2643	72	112
2644	4	4
2645	38	52
2646	13	24
2647	31	46
2648	35	54
2649	6	12
2650	39	44
2651	11	11
2652	18	14
2653	37	48
2654	67	96
2655	59	86
2656	31	42
2657	53	69
2658	40	65
2659	21	25
2660	81	112
2661	35	57
2662	6	12
2663	5	8
2664	71	104
2665	19	22
2666	10	12
2667	7	12
2668	8	15
2669	40	56
2670	20	25
2671	16	24
2672	11	18
2673	6	8
2674	35	41
2675	46	59
2676	24	40
2677	37	40
2678	23	36
2679	34	52
2680	23	32
2681	51	62
2682	3	4
2683	35	42
2684	21	33
2685	55	77
2686	29	48
2687	57	73
2688	26	39
2689	43	56
2690	25	33
2691	37	49
2692	33	38
2693	28	39
2694	56	81
2695	14	19
2696	8	14
2697	4	8
2698	111	156
2699	11	17
2700	27	48
2701	54	69
2702	40	63
2703	65	81
2704	7	9
2705	9	9
2706	9	11
2707	9	11
2708	24	29
2709	13	16
2710	3	5
2711	21	34
2712	19	28
2713	6	8
2714	15	24
2715	32	37
2716	37	39
2717	47	60
2718	8	9
2719	33	44
2720	23	32
2721	29	44
2722	57	77
2723	15	17
2724	24	34
2725	77	59
2726	29	41
2727	39	56
2728	64	96
2729	39	51
2730	52	76
2731	76	103
2732	8	16
2733	26	36
2734	65	71
2735	29	40
2736	4	5
2737	69	57
2738	10	14
2739	31	43
2740	30	43
2741	41	51
2742	38	64
2743	36	41
2744	49	55
2745	42	71
2746	16	22
2747	22	24
2748	68	84
2749	10	12
2750	17	23
2751	37	48
2752	33	50
2753	16	15
2754	36	57
2755	28	47
2756	34	42
2757	26	38
2758	29	42
2759	10	13
2760	7	12
2761	45	52
2762	18	22
2763	12	15
2764	16	20
2765	12	16
2766	34	48
2767	52	61
2768	18	20
2769	12	17
2770	15	18
2771	40	40
2772	28	36
2773	17	23
2774	41	56
2775	6	9
2776	28	35
2777	51	84
2778	37	49
2779	17	25
2780	61	94
2781	5	6
2782	115	149
2783	49	69
2784	33	38
2785	32	56
2786	19	24
2787	3	8
2788	72	96
2789	86	101
2790	48	66
2791	14	26
2792	73	94
2793	31	40
2794	46	68
2795	22	28
2796	56	85
2797	3	8
2798	108	119
2799	36	40
2800	54	54
2801	24	35
2802	118	129
2803	17	24
2804	80	87
2805	113	121
2806	111	133
2807	56	62
2808	102	115
2809	36	51
2810	29	30
2811	56	75
2812	5	11
2813	38	45
2814	11	23
2815	21	31
2816	26	35
2817	5	8
2818	3	3
2819	95	124
2820	55	68
2821	24	32
2822	28	33
2823	43	52
2824	14	21
2825	56	71
2826	12	15
2827	78	89
2828	47	49
2829	31	42
2830	45	49
2831	11	18
2832	43	47
2833	87	108
2834	6	9
2835	24	35
2836	65	72
2837	113	127
2838	32	30
2839	52	56
2840	17	21
2841	46	59
2842	29	28
2843	92	96
2844	28	37
2845	53	65
2846	17	17
2847	54	64
2848	74	93
2849	36	48
2850	36	45
2851	107	128
2852	15	25
2853	12	14
2854	13	24
2855	47	57
2856	55	72
2857	34	41
2858	34	45
2859	61	66
2860	19	25
2861	28	35
2862	44	58
2863	15	17
2864	79	90
2865	4	7
2866	42	56
2867	39	44
2868	19	26
2869	63	77
2870	67	77
2871	70	73
2872	46	53
2873	54	44
2874	105	115
2875	11	17
2876	56	64
2877	16	18
2878	101	114
2879	61	76
2880	47	55
2881	25	33
2882	52	54
2883	113	120
2884	15	15
2885	37	45
2886	44	45
2887	48	53
2888	41	52
2889	20	26
2890	24	38
2891	141	154
2892	61	84
2893	34	48
2894	53	57
2895	33	43
2896	25	28
2897	9	9
2898	42	49
2899	26	27
2900	40	60
2901	19	22
2902	33	38
2903	27	31
2904	9	16
2905	11	17
2906	25	30
2907	22	26
2908	20	26
2909	41	50
2910	47	52
2911	17	22
2912	45	56
2913	8	12
2914	36	40
2915	52	61
2916	18	21
2917	26	35
2918	28	31
2919	7	9
2920	61	71
2921	35	40
2922	29	31
2923	9	7
2924	7	7
2925	27	35
2926	19	23
2927	31	42
2928	32	32
2929	30	35
2930	30	33
2931	50	53
2932	6	8
2933	6	6
2934	57	60
2935	25	28
2936	7	10
2937	9	13
2938	46	62
2939	51	81
2940	34	42
2941	80	124
2942	22	23
2943	10	13
2944	4	5
2945	36	45
2946	24	32
2947	31	47
2948	59	67
2949	26	30
2950	41	46
2951	18	32
2952	33	45
2953	3	4
2954	30	40
2955	16	22
2956	16	24
2957	73	80
2958	38	43
2959	25	33
2960	14	22
2961	13	21
2962	12	15
2963	20	31
2964	38	49
2965	22	34
2966	28	37
2967	28	36
2968	22	27
2969	1	1
2970	55	87
2971	22	33
2972	26	35
2973	73	82
2974	36	54
2975	17	25
2976	34	46
2977	24	36
2978	7	14
2979	24	34
2980	26	46
2981	24	49
2982	23	37
2983	27	38
2984	3	3
2985	84	121
2986	42	60
2987	25	37
2988	60	80
2989	28	46
2990	45	61
2991	42	56
2992	59	100
2993	41	57
2994	44	54
2995	70	108
2996	62	88
2997	19	42
2998	36	49
2999	61	93
3000	48	73
3001	31	53
3002	31	53
3003	9	14
3004	8	18
3005	53	60
3006	42	60
3007	42	52
3008	93	123
3009	28	41
3010	28	40
3011	12	17
3012	10	7
3013	28	45
3014	9	7
3015	34	50
3016	10	12
3017	35	49
3018	58	85
3019	38	66
3020	36	57
3021	26	31
3022	23	29
3023	44	69
3024	42	64
3025	44	62
3026	37	55
3027	17	26
3028	43	50
3029	40	58
3030	52	75
3031	45	57
3032	35	54
3033	72	100
3034	8	11
3035	55	68
3036	47	68
3037	25	29
3038	46	63
3039	37	40
3040	55	72
3041	23	29
3042	68	83
3043	13	24
3044	51	82
3045	12	20
3046	43	61
3047	41	62
3048	22	34
3049	53	81
3050	46	67
3051	19	34
3052	22	33
3053	30	42
3054	67	82
3055	49	65
3056	20	32
3057	58	70
3058	28	39
3059	79	97
3060	29	37
3061	44	50
3062	37	55
3063	28	45
3064	62	74
3065	52	68
3066	40	53
3067	38	48
3068	40	42
3069	97	121
3070	77	102
3071	31	40
3072	68	86
3073	44	48
3074	34	41
3075	46	58
3076	44	71
3077	66	78
3078	126	155
3079	31	39
3080	24	35
3081	50	69
3082	24	31
3083	13	19
3084	25	36
3085	24	30
3086	44	64
3087	45	57
3088	109	142
3089	16	22
3090	23	36
3091	57	72
3092	30	41
3093	55	67
3094	124	150
3095	11	17
3096	67	85
3097	49	72
3098	64	103
3099	45	66
3100	49	62
3101	35	56
3102	125	173
3103	55	62
3104	125	147
3105	29	35
3106	57	64
3107	40	58
3108	42	55
3109	8	12
3110	36	49
3111	5	6
3112	97	115
3113	15	27
3114	50	76
3115	42	66
3116	146	172
3117	40	53
3118	44	60
3119	23	34
3120	39	48
3121	37	46
3122	19	31
3123	76	93
3124	134	150
3125	26	36
3126	43	48
3127	42	54
3128	27	33
3129	30	36
3130	30	45
3131	73	109
3132	65	84
3133	50	64
3134	10	15
3135	33	43
3136	38	60
3137	26	43
3138	34	42
3139	22	43
3140	19	30
3141	37	61
3142	38	61
3143	18	23
3144	45	59
3145	21	26
3146	52	64
3147	30	44
3148	6	8
3149	9	11
3150	51	67
3151	24	29
3152	56	75
3153	28	40
3154	43	60
3155	68	102
3156	30	45
3157	24	38
3158	7	11
3159	14	21
3160	39	45
3161	23	35
3162	9	14
3163	17	28
3164	20	31
3165	41	59
3166	26	31
3167	33	42
3168	25	40
3169	32	42
3170	33	47
3171	61	76
3172	120	142
3173	37	60
3174	22	26
3175	29	36
3176	25	42
3177	45	54
3178	42	50
3179	73	86
3180	56	74
3181	15	20
3182	49	64
3183	18	26
3184	61	81
3185	32	37
3186	31	42
3187	36	55
3188	41	54
3189	108	149
3190	38	53
3191	106	114
3192	112	117
3193	42	50
3194	38	55
3195	13	19
3196	107	154
3197	69	99
3198	20	25
3199	46	64
3200	34	56
3201	24	33
3202	73	113
3203	40	59
3204	55	70
3205	28	36
3206	69	73
3207	29	44
3208	3	3
3209	26	46
3210	56	74
3211	28	46
3212	28	39
3213	33	42
3214	38	67
3215	39	66
3216	17	16
3217	23	28
3218	16	27
3219	25	47
3220	25	44
3221	27	44
3222	17	30
3223	37	68
3224	36	64
3225	3	3
3226	34	46
3227	66	96
3228	83	91
3229	40	60
3230	35	48
3231	63	93
3232	60	108
3233	64	93
3234	31	40
3235	41	62
3236	57	87
3237	43	68
3238	34	52
3239	27	48
3240	39	65
3241	20	32
3242	30	45
3243	16	27
3244	31	52
3245	58	78
3246	25	42
3247	35	52
3248	24	49
3249	40	66
3250	41	62
3251	18	29
3252	42	66
3253	8	17
3254	45	78
3255	53	80
3256	36	58
3257	28	46
3258	52	99
3259	71	110
3260	14	23
3261	49	71
3262	101	122
3263	28	49
3264	14	20
3265	23	39
3266	21	29
3267	24	40
3268	28	47
3269	30	51
3270	46	57
3271	35	48
3272	95	122
3273	12	19
3274	30	47
3275	46	62
3276	21	35
3277	29	42
3278	31	49
3279	33	49
3280	24	36
3281	32	49
3282	31	46
3283	57	75
3284	89	110
3285	36	56
3286	43	68
3287	44	64
3288	37	58
3289	56	74
3290	42	52
3291	87	105
3292	85	113
3293	52	69
3294	26	36
3295	40	50
3296	53	79
3297	14	30
3298	22	31
3299	41	59
3300	25	32
3301	41	67
3302	28	43
3303	57	77
3304	20	36
3305	30	49
3306	17	29
3307	30	56
3308	41	60
3309	18	26
3310	32	55
3311	17	33
3312	47	70
3313	31	55
3314	24	39
3315	45	68
3316	36	54
3317	17	30
3318	19	35
3319	17	29
3320	22	36
3321	35	66
3322	45	66
3323	27	44
3324	11	17
3325	28	48
3326	20	30
3327	36	74
3328	98	142
3329	83	118
3330	20	29
3331	30	46
3332	36	47
3333	89	116
3334	56	80
3335	44	63
3336	60	96
3337	23	29
3338	44	51
3339	53	83
3340	56	97
3341	27	38
3342	51	98
3343	40	67
3344	22	39
3345	22	31
3346	28	35
3347	57	70
3348	98	140
3349	46	53
3350	71	86
3351	33	58
3352	48	63
3353	19	24
3354	35	51
3355	24	40
3356	82	141
3357	75	102
3358	56	84
3359	42	56
3360	38	68
3361	37	51
3362	43	74
3363	65	99
3364	63	105
3365	34	62
3366	12	19
3367	24	39
3368	25	46
3369	25	41
3370	29	54
3371	25	46
3372	30	48
3373	57	88
3374	66	82
3375	39	56
3376	22	35
3377	42	71
3378	23	44
3379	89	127
3380	36	53
3381	39	74
3382	16	31
3383	41	55
3384	27	50
3385	20	33
3386	15	22
3387	38	54
3388	43	74
3389	39	75
3390	27	39
3391	4	4
3392	47	80
3393	19	36
3394	25	47
3395	20	33
3396	34	62
3397	4	8
3398	9	19
3399	5	12
3400	23	36
3401	31	48
3402	77	118
3403	18	27
3404	49	64
3405	41	55
3406	9	12
3407	2	2
3408	31	48
3409	24	33
3410	13	21
3411	54	66
3412	19	30
3413	30	56
3414	44	68
3415	46	74
3416	29	35
3417	33	50
3418	11	17
3419	39	59
3420	97	130
3421	30	54
3422	44	59
3423	16	22
3424	43	59
3425	24	33
3426	30	43
3427	45	58
3428	39	56
3429	26	44
3430	32	43
3431	25	36
3432	38	64
3433	3	3
3434	27	44
3435	57	83
3436	36	48
3437	26	47
3438	9	11
3439	20	33
3440	9	15
3441	21	36
3442	16	24
3443	23	30
3444	19	31
3445	34	61
3446	33	45
3447	29	45
3448	60	99
3449	14	22
3450	47	62
3451	17	26
3452	27	41
3453	25	34
3454	18	27
3455	44	64
3456	12	24
3457	23	36
3458	7	9
3459	41	65
3460	47	62
3461	27	46
3462	36	56
3463	46	66
3464	21	25
3465	45	51
3466	25	28
3467	19	25
3468	61	82
3469	36	53
3470	20	31
3471	62	82
3472	26	37
3473	24	30
3474	38	47
3475	31	48
3476	34	59
3477	18	26
3478	35	60
3479	21	31
3480	6	10
3481	17	26
3482	35	42
3483	24	34
3484	29	49
3485	16	25
3486	18	29
3487	50	72
3488	19	28
3489	36	54
3490	55	89
3491	15	22
3492	31	48
3493	63	95
3494	20	41
3495	15	21
3496	11	14
3497	32	39
3498	10	15
3499	20	29
3500	31	41
3501	62	82
3502	24	28
3503	67	78
3504	14	24
3505	14	19
3506	61	83
3507	13	22
3508	24	40
3509	28	39
3510	24	35
3511	25	40
3512	23	34
3513	48	56
3514	8	13
3515	6	7
3516	34	56
3517	17	22
3518	30	34
3519	31	42
3520	30	40
3521	53	61
3522	13	20
3523	23	26
3524	17	23
3525	32	46
3526	38	51
3527	47	66
3528	30	46
3529	22	32
3530	48	65
3531	45	66
3532	17	28
3533	11	22
3534	37	45
3535	25	33
3536	31	53
3537	35	52
3538	42	65
3539	43	54
3540	29	46
3541	24	47
3542	25	36
3543	44	54
3544	28	41
3545	22	32
3546	29	47
3547	28	45
3548	33	43
3549	66	85
3550	40	53
3551	66	86
3552	21	28
3553	50	66
3554	26	28
3555	77	99
3556	57	69
3557	21	39
3558	55	61
3559	27	33
3560	86	88
3561	65	85
3562	35	46
3563	63	84
3564	16	20
3565	74	74
3566	43	55
3567	122	138
3568	27	33
3569	60	65
3570	6	7
3571	19	22
3572	19	33
3573	8	10
3574	33	47
3575	20	24
3576	20	27
3577	22	28
3578	29	37
3579	35	52
3580	22	31
3581	46	57
3582	30	51
3583	38	43
3584	10	14
3585	29	40
3586	47	77
3587	22	26
3588	141	166
3589	101	112
3590	47	61
3591	32	55
3592	35	54
3593	39	54
3594	58	76
3595	62	76
3596	93	125
3597	69	91
3598	25	32
3599	40	55
3600	34	54
3601	3	3
3602	19	29
3603	28	46
3604	51	77
3605	38	59
3606	23	28
3607	30	43
3608	38	57
3609	29	51
3610	27	37
3611	11	22
3612	4	8
3613	10	17
3614	2	4
3615	51	68
3616	28	34
3617	36	44
3618	19	48
3619	40	57
3620	19	26
3621	32	45
3622	44	54
3623	23	52
3624	21	35
3625	4	4
3626	13	16
3627	1	1
3628	8	8
3629	3	3
3630	64	113
3631	23	34
3632	19	33
3633	36	65
3634	64	83
3635	15	31
3636	47	80
3637	16	28
3638	52	86
3639	91	125
3640	35	53
3641	22	40
3642	54	80
3643	53	82
3644	54	61
3645	47	60
3646	25	31
3647	19	29
3648	28	47
3649	37	50
3650	23	34
3651	36	51
3652	56	83
3653	8	15
3654	45	49
3655	21	37
3656	70	97
3657	70	89
3658	27	47
3659	15	29
3660	48	65
3661	190	205
3662	37	57
3663	43	62
3664	20	39
3665	3	6
3666	6	11
3667	78	89
3668	16	21
3669	31	41
3670	21	32
3671	23	39
3672	36	38
3673	63	91
3674	15	24
3675	21	44
3676	25	37
3677	15	27
3678	8	10
3679	58	83
3680	64	93
3681	53	66
3682	28	41
3683	38	55
3684	30	47
3685	34	85
3686	57	86
3687	8	9
3688	45	64
3689	23	40
3690	18	33
3691	36	47
3692	46	66
3693	46	63
3694	7	10
3695	26	38
3696	31	51
3697	38	66
3698	30	49
3699	11	22
3700	38	65
3701	40	57
3702	31	49
3703	35	43
3704	7	9
3705	3	6
3706	6	8
3707	23	40
3708	82	96
3709	57	68
3710	42	59
3711	14	25
3712	22	35
3713	43	60
3714	78	94
3715	11	15
3716	40	56
3717	71	96
3718	32	43
3719	16	21
3720	25	36
3721	12	28
3722	25	44
3723	18	29
3724	49	68
3725	15	26
3726	36	46
3727	41	57
3728	47	58
3729	7	12
3730	24	44
3731	45	49
3732	93	119
3733	67	90
3734	24	29
3735	37	51
3736	65	84
3737	39	58
3738	34	48
3739	31	37
3740	53	68
3741	7	8
3742	45	71
3743	19	38
3744	31	55
3745	16	23
3746	35	44
3747	52	67
3748	53	82
3749	37	57
3750	42	50
3751	9	14
3752	14	18
3753	16	24
3754	28	42
3755	21	40
3756	26	33
3757	26	32
3758	43	61
3759	22	38
3760	40	44
3761	25	36
3762	20	22
3763	56	62
3764	42	56
3765	45	58
3766	14	26
3767	33	51
3768	24	30
3769	33	50
3770	18	36
3771	3	3
3772	9	13
3773	32	42
3774	46	50
3775	55	65
3776	28	37
3777	26	45
3778	72	103
3779	29	37
3780	19	27
3781	60	101
3782	61	76
3783	88	122
3784	59	74
3785	24	45
3786	26	51
3787	10	20
3788	54	74
3789	17	24
3790	26	30
3791	31	35
3792	30	54
3793	67	82
3794	21	39
3795	32	48
3796	46	71
3797	24	37
3798	30	45
3799	41	53
3800	31	35
3801	26	47
3802	28	55
3803	33	44
3804	23	32
3805	33	61
3806	10	20
3807	34	45
3808	80	87
3809	47	59
3810	45	66
3811	23	30
3812	39	55
3813	34	38
3814	21	39
3815	45	65
3816	54	63
3817	43	70
3818	62	82
3819	40	62
3820	28	39
3821	20	31
3822	39	60
3823	17	25
3824	53	67
3825	20	35
3826	35	45
3827	26	39
3828	18	30
3829	86	95
3830	44	63
3831	6	11
3832	31	47
3833	39	50
3834	26	36
3835	109	141
3836	10	20
3837	27	36
3838	27	39
3839	43	60
3840	48	66
3841	85	111
3842	29	32
3843	37	53
3844	47	56
3845	72	101
3846	17	30
3847	9	9
3848	33	40
3849	23	33
3850	26	38
3851	30	45
3852	41	51
3853	16	24
3854	25	44
3855	57	75
3856	38	60
3857	35	53
3858	39	47
3859	32	36
3860	14	18
3861	16	31
3862	39	48
3863	72	84
3864	32	50
3865	21	48
3866	58	92
3867	40	62
3868	81	108
3869	25	37
3870	52	67
3871	19	33
3872	53	75
3873	54	85
3874	63	98
3875	32	40
3876	82	126
3877	9	12
3878	32	55
3879	78	99
3880	36	54
3881	31	43
3882	57	81
3883	56	80
3884	38	61
3885	39	56
3886	33	51
3887	56	80
3888	17	26
3889	39	59
3890	49	78
3891	46	75
3892	44	63
3893	32	46
3894	63	84
3895	52	73
3896	28	38
3897	30	51
3898	27	47
3899	100	124
3900	4	4
3901	33	51
3902	23	35
3903	15	27
3904	16	27
3905	35	43
3906	66	105
3907	14	28
3908	38	64
3909	20	33
3910	4	8
3911	9	19
3912	12	24
3913	21	40
3914	47	65
3915	25	45
3916	30	51
3917	30	52
3918	3	3
3919	36	44
3920	36	45
3921	40	60
3922	27	49
3923	69	79
3924	58	86
3925	28	43
3926	35	60
3927	15	32
3928	34	49
3929	61	77
3930	22	42
3931	92	125
3932	37	62
3933	27	48
3934	28	48
3935	30	42
3936	16	26
3937	18	26
3938	12	17
3939	5	7
3940	66	108
3941	33	48
3942	26	33
3943	31	54
3944	30	45
3945	48	66
3946	38	61
3947	77	123
3948	30	49
3949	68	115
3950	31	53
3951	79	116
3952	24	39
3953	49	74
3954	32	50
3955	88	143
3956	41	54
3957	59	97
3958	57	81
3959	67	106
3960	54	87
3961	111	181
3962	32	47
3963	35	46
3964	76	107
3965	36	44
3966	38	53
3967	90	131
3968	145	179
3969	5	9
3970	18	29
3971	39	61
3972	35	48
3973	34	72
3974	54	90
3975	15	22
3976	44	74
3977	10	13
3978	49	70
3979	13	29
3980	27	37
3981	75	97
3982	18	31
3983	45	72
3984	21	29
3985	36	59
3986	27	36
3987	13	17
3988	10	12
3989	27	38
3990	13	22
3991	15	23
3992	32	43
3993	17	23
3994	22	34
3995	19	37
3996	34	44
3997	22	40
3998	69	91
3999	77	118
4000	27	42
4001	22	30
4002	33	50
4003	20	34
4004	78	100
4005	38	56
4006	32	49
4007	8	11
4008	31	45
4009	34	52
4010	16	26
4011	21	31
4012	28	31
4013	16	26
4014	46	65
4015	28	42
4016	30	45
4017	33	49
4018	24	36
4019	33	52
4020	9	12
4021	38	49
4022	51	67
4023	42	81
4024	13	19
4025	23	40
4026	26	41
4027	50	77
4028	23	45
4029	22	29
4030	24	32
4031	29	45
4032	37	65
4033	38	51
4034	22	37
4035	24	35
4036	29	47
4037	7	13
4038	36	64
4039	28	48
4040	20	33
4041	49	70
4042	20	32
4043	27	44
4044	27	41
4045	31	38
4046	28	36
4047	24	40
4048	32	47
4049	33	49
4050	4	4
4051	35	51
4052	39	56
4053	46	65
4054	4	4
4055	80	119
4056	54	77
4057	44	64
4058	40	77
4059	46	62
4060	45	77
4061	4	4
4062	36	53
4063	37	59
4064	38	46
4065	40	69
4066	20	36
4067	61	94
4068	47	67
4069	31	56
4070	116	152
4071	28	38
4072	40	66
4073	58	79
4074	31	46
4075	20	39
4076	34	63
4077	52	73
4078	64	79
4079	56	66
4080	22	42
4081	37	46
4082	26	58
4083	49	61
4084	9	18
4085	31	45
4086	44	66
4087	38	55
4088	25	37
4089	26	35
4090	36	54
4091	41	62
4092	35	46
4093	62	73
4094	65	75
4095	33	58
4096	58	78
4097	88	126
4098	24	35
4099	27	53
4100	23	45
4101	37	69
4102	13	27
4103	118	153
4104	49	74
4105	28	42
4106	7	16
4107	23	38
4108	23	32
4109	52	97
4110	24	44
4111	48	63
4112	44	59
4113	54	79
4114	58	75
4115	70	78
4116	35	51
4117	27	41
4118	29	39
4119	32	53
4120	19	30
4121	19	26
4122	22	35
4123	53	71
4124	40	47
4125	23	46
4126	31	58
4127	73	94
4128	51	79
4129	8	12
4130	9	17
4131	49	78
4132	37	76
4133	35	50
4134	56	87
4135	82	131
4136	45	66
4137	49	89
4138	53	73
4139	47	71
